===== Simulation Results =====
Best Fitness (Jain Fairness Index): 0.9551
  User 96 -> Server 4 (Edge)
  User 97 -> Server 0 (Edge)
  User 98 -> Server 7 (Edge)
  User 99 -> Server 6 (Edge)
  User 100 -> Server 9 (Edge)
  User 101 -> Server 2 (Edge)
  User 102 -> Server 3 (Edge)
  User 103 -> Server 7 (Edge)
  User 104 -> Server 7 (Edge)
  User 105 -> Server 9 (Edge)
  User 106 -> Server 5 (Edge)
  User 107 -> Server 6 (Edge)
  User 108 -> Server 10 (Cloud)
  User 109 -> Server 5 (Edge)
  User 110 -> Server 1 (Edge)
  User 111 -> Server 0 (Edge)
  User 112 -> Server 10 (Cloud)
  User 113 -> Server 9 (Edge)
  User 114 -> Server 10 (Cloud)
  User 115 -> Server 4 (Edge)
  User 116 -> Server 0 (Edge)
  User 117 -> Server 3 (Edge)
  User 118 -> Server 7 (Edge)
  User 119 -> Server 6 (Edge)
  User 120 -> Server 0 (Edge)
  User 121 -> Server 0 (Edge)
  User 122 -> Server 9 (Edge)
  User 123 -> Server 6 (Edge)
  User 124 -> Server 3 (Edge)
  User 125 -> Server 9 (Edge)
  User 126 -> Server 5 (Edge)
  User 127 -> Server 6 (Edge)
  User 128 -> Server 0 (Edge)
  User 129 -> Server 4 (Edge)
  User 130 -> Server 10 (Cloud)
  User 131 -> Server 8 (Edge)
  User 132 -> Server 5 (Edge)
  User 133 -> Server 10 (Cloud)
  User 134 -> Server 0 (Edge)
  User 135 -> Server 2 (Edge)
  User 136 -> Server 7 (Edge)
  User 137 -> Server 2 (Edge)
  User 138 -> Server 6 (Edge)
  User 139 -> Server 0 (Edge)
  User 140 -> Server 2 (Edge)
  User 141 -> Server 1 (Edge)
  User 142 -> Server 9 (Edge)
  User 143 -> Server 3 (Edge)
  User 144 -> Server 7 (Edge)
  User 145 -> Server 10 (Cloud)
  User 146 -> Server 10 (Cloud)
  User 147 -> Server 10 (Cloud)
  User 148 -> Server 6 (Edge)
  User 149 -> Server 4 (Edge)
  User 150 -> Server 0 (Edge)
  User 151 -> Server 9 (Edge)
  User 152 -> Server 8 (Edge)
  User 153 -> Server 2 (Edge)
  User 154 -> Server 9 (Edge)
  User 155 -> Server 8 (Edge)
  User 156 -> Server 4 (Edge)
  User 157 -> Server 5 (Edge)
  User 158 -> Server 10 (Cloud)
  User 159 -> Server 0 (Edge)
  User 160 -> Server 4 (Edge)
  User 161 -> Server 8 (Edge)
  User 162 -> Server 5 (Edge)
  User 163 -> Server 9 (Edge)
  User 164 -> Server 6 (Edge)
  User 165 -> Server 5 (Edge)
  User 166 -> Server 10 (Cloud)
  User 167 -> Server 4 (Edge)
  User 168 -> Server 2 (Edge)
  User 169 -> Server 8 (Edge)
  User 170 -> Server 5 (Edge)
  User 171 -> Server 9 (Edge)
  User 172 -> Server 8 (Edge)
  User 173 -> Server 7 (Edge)
  User 174 -> Server 2 (Edge)
  User 175 -> Server 8 (Edge)
  User 176 -> Server 9 (Edge)
  User 177 -> Server 6 (Edge)
  User 178 -> Server 4 (Edge)
  User 179 -> Server 10 (Cloud)
  User 180 -> Server 8 (Edge)
  User 181 -> Server 6 (Edge)
  User 182 -> Server 5 (Edge)
  User 183 -> Server 9 (Edge)
  User 184 -> Server 4 (Edge)
  User 185 -> Server 7 (Edge)
  User 186 -> Server 10 (Cloud)
  User 187 -> Server 3 (Edge)
  User 188 -> Server 3 (Edge)
  User 189 -> Server 6 (Edge)
  User 190 -> Server 10 (Cloud)
  User 191 -> Server 7 (Edge)
  User 192 -> Server 1 (Edge)
  User 193 -> Server 7 (Edge)
  User 194 -> Server 9 (Edge)
  User 195 -> Server 5 (Edge)
  User 196 -> Server 3 (Edge)
  User 197 -> Server 6 (Edge)
  User 198 -> Server 5 (Edge)
  User 199 -> Server 7 (Edge)
  User 200 -> Server 3 (Edge)
  User 201 -> Server 1 (Edge)
  User 202 -> Server 2 (Edge)
  User 203 -> Server 7 (Edge)
  User 204 -> Server 10 (Cloud)
  User 205 -> Server 4 (Edge)
  User 206 -> Server 5 (Edge)
  User 207 -> Server 9 (Edge)
  User 208 -> Server 3 (Edge)
  User 209 -> Server 10 (Cloud)
  User 210 -> Server 7 (Edge)
  User 211 -> Server 0 (Edge)
  User 212 -> Server 9 (Edge)
  User 213 -> Server 6 (Edge)
  User 214 -> Server 1 (Edge)
  User 215 -> Server 1 (Edge)
  User 216 -> Server 6 (Edge)
  User 217 -> Server 2 (Edge)
  User 218 -> Server 3 (Edge)
  User 219 -> Server 2 (Edge)
  User 220 -> Server 5 (Edge)
  User 221 -> Server 3 (Edge)
  User 222 -> Server 2 (Edge)
  User 223 -> Server 9 (Edge)
  User 224 -> Server 8 (Edge)
  User 225 -> Server 1 (Edge)
  User 226 -> Server 6 (Edge)
  User 227 -> Server 1 (Edge)
  User 228 -> Server 9 (Edge)
  User 229 -> Server 10 (Cloud)
  User 230 -> Server 3 (Edge)
  User 231 -> Server 2 (Edge)
  User 232 -> Server 10 (Cloud)
  User 233 -> Server 10 (Cloud)
  User 234 -> Server 7 (Edge)
  User 235 -> Server 9 (Edge)
  User 236 -> Server 3 (Edge)
  User 237 -> Server 8 (Edge)
  User 238 -> Server 6 (Edge)
  User 239 -> Server 3 (Edge)
  User 240 -> Server 1 (Edge)
  User 241 -> Server 2 (Edge)
  User 242 -> Server 3 (Edge)
  User 243 -> Server 2 (Edge)
  User 244 -> Server 9 (Edge)
  User 245 -> Server 6 (Edge)
  User 246 -> Server 4 (Edge)
  User 247 -> Server 2 (Edge)
  User 248 -> Server 7 (Edge)
  User 249 -> Server 8 (Edge)

Total execution time: 13.06 seconds
