===== Simulation Results =====
Best Fitness (Jain Fairness Index): 0.9902
  User 139 -> Server 0 (Edge)
  User 140 -> Server 6 (Edge)
  User 141 -> Server 5 (Edge)
  User 142 -> Server 4 (Edge)
  User 143 -> Server 2 (Edge)
  User 144 -> Server 3 (Edge)
  User 145 -> Server 3 (Edge)
  User 146 -> Server 4 (Edge)
  User 147 -> Server 4 (Edge)
  User 148 -> Server 1 (Edge)
  User 149 -> Server 6 (Edge)

Total execution time: 11.34 seconds
