===== Simulation Results =====
Best Fitness (Jain Fairness Index): 0.9407
  User 234 -> Server 7 (Edge)
  User 235 -> Server 9 (Edge)
  User 236 -> Server 4 (Edge)
  User 237 -> Server 3 (Edge)
  User 238 -> Server 5 (Edge)
  User 239 -> Server 3 (Edge)
  User 240 -> Server 8 (Edge)
  User 241 -> Server 9 (Edge)
  User 242 -> Server 8 (Edge)
  User 243 -> Server 5 (Edge)
  User 244 -> Server 4 (Edge)
  User 245 -> Server 9 (Edge)
  User 246 -> Server 3 (Edge)
  User 247 -> Server 9 (Edge)
  User 248 -> Server 3 (Edge)
  User 249 -> Server 6 (Edge)

Total execution time: 6.10 seconds
